date_made_public,city,state,type_of_breach,type_of_organization,total_records,information_source,year_of_breach,latitude,longitude,city_n,state_n,cluster
2014-07-31,Kent,WA,HACK,BSR,0.0,California Attorney General,2014,47.380934,-122.234843,663,58,24
2014-08-05,Concord,MA,HACK,BSR,0.0,California Attorney General,2014,42.460372,-71.348948,270,25,24
2014-08-07,Santa Barbara,CA,HACK,EDU,0.0,California Attorney General,2014,34.420831,-119.69819,1219,5,38
2014-08-07,Los Angeles,CA,DISC,BSF,0.0,California Attorney General,2014,34.140291,-118.18306799999999,759,5,38
2014-08-07,San Mateo,CA,INSD,MED,0.0,California Attorney General,2014,37.531268,-122.299298,1211,5,8
2014-08-12,Hauppauge,NY,HACK,BSR,0.0,California Attorney General,2014,40.809529,-73.258768,551,39,24
2014-08-18,New Hope,PA,HACK,BSO,0.0,California Attorney General,2014,40.364273,-74.951279,934,45,7
2014-08-20,Atlanta,GA,HACK,BSR,0.0,California Attorney General,2014,33.748995,-84.387982,59,13,24
2014-08-22,Los Angeles,CA,DISC,MED,0.0,California Attorney General,2014,34.052234000000006,-118.24368500000001,759,5,38
2014-08-26,Pawcatuck,CT,HACK,NGO,0.0,California Attorney General,2014,41.377322,-71.83368,1051,7,20
2014-08-26,Los Angeles,CA,PORT,BSO,0.0,California Attorney General,2014,34.052234000000006,-118.24368500000001,759,5,7
2014-08-29,Los Angeles,CA,INSD,MED,2995.0,California Attorney General,2014,34.052234000000006,-118.24368500000001,759,5,8
2014-09-05,Hayward,CA,HACK,EDU,0.0,California Attorney General,2014,37.657128,-122.05674499999999,554,5,38
2014-09-05,Phoenix,AZ,HACK,BSR,0.0,California Attorney General,2014,33.682491999999996,-112.08099299999999,1070,3,24
2014-09-12,Napa,CA,PORT,GOV,0.0,California Attorney General,2014,38.298602,-122.28616799999999,911,5,25
2014-09-15,Austin,TX,PORT,BSF,0.0,California Attorney General,2014,30.267153000000004,-97.743061,64,52,38
2014-09-22,San Francisco,CA,HACK,BSO,0.0,California Attorney General,2014,37.771704,-122.402634,1205,5,7
2014-09-25,Menlo Park,CA,PORT,BSO,0.0,California Attorney General,2014,37.478576000000004,-122.150825,829,5,7
2014-09-26,San Francisco,CA,HACK,NGO,0.0,California Attorney General,2014,37.652912,-122.39638300000001,1205,5,20
2014-09-29,Spokane,WA,HACK,BSR,0.0,California Attorney General,2014,47.656897,-117.42075200000001,1307,58,24
2014-10-01,Batvia,IL,HACK,BSR,0.0,California Attorney General,2014,41.850028,-88.312574,87,18,24
2014-10-02,San Jose,CA,PORT,NGO,0.0,California Attorney General,2014,37.336594,-121.91900700000001,1206,5,20
2014-10-09,Manhattan,NY,HACK,BSR,0.0,California Attorney General,2014,40.78306,-73.971249,792,39,24
2014-10-10,Sausalito,CA,HACK,BSO,0.0,California Attorney General,2014,37.857401,-122.48013799999998,1231,5,7
2014-10-13,Sacramento,CA,HACK,MED,0.0,California Attorney General,2014,38.554761,-121.456308,1181,5,38
2014-10-14,Pen Argyl,PA,HACK,BSR,0.0,California Attorney General,2014,40.865686,-75.260081,1061,45,24
2014-10-17,Naperville,IL,HACK,BSR,0.0,California Attorney General,2014,41.792879,-88.201676,913,18,24
2014-10-23,Pequannock,NJ,HACK,BSR,0.0,California Attorney General,2014,40.941631,-74.283856,1065,36,24
2014-10-23,Wilmington,CA,HACK,BSR,0.0,California Attorney General,2014,33.779802000000004,-118.25355900000001,1513,5,24
2014-11-03,Jacksonville,FL,HACK,BSF,0.0,California Attorney General,2014,30.318178000000003,-81.67643100000001,631,12,38
2014-11-03,Palm Springs,CA,PORT,BSF,0.0,California Attorney General,2014,33.82845,-116.516148,1037,5,38
2014-11-14,Chico,CA,UNKN,MED,0.0,California Attorney General,2014,39.728494,-121.837478,244,5,38
2014-11-25,Pleasanton,CA,HACK,GOV,0.0,California Attorney General,2014,37.662431,-121.874679,1088,5,38
2014-11-25,New York,NY,PORT,BSR,0.0,California Attorney General,2014,40.75329,-73.99486800000001,941,39,22
2014-11-26,Redwood City,CA,HACK,BSO,0.0,California Attorney General,2014,37.539421000000004,-122.2567,1138,5,7
2014-12-01,Los Angeles,CA,HACK,BSO,0.0,California Attorney General,2014,34.052234000000006,-118.24368500000001,759,5,7
2014-12-11,El Cajon,CA,PORT,BSO,0.0,California Attorney General,2014,32.812602000000005,-116.97298700000002,377,5,7
2014-12-11,St. Louis,MO,HACK,BSO,0.0,California Attorney General,2014,38.627003,-90.199404,1318,30,7
2014-12-12,Jacksonville,FL,PORT,BSO,0.0,California Attorney General,2014,30.25628,-81.599016,631,12,7
2014-12-12,Berkeley,CA,HACK,EDU,0.0,California Attorney General,2014,37.871593,-122.272747,108,5,38
2014-12-23,Santa Rosa,CA,PORT,BSO,0.0,California Attorney General,2014,38.448569,-122.731675,1226,5,7
2014-12-23,San Francisco,CA,HACK,BSO,0.0,California Attorney General,2014,37.77471,-122.41009,1205,5,7
2014-12-24,Burbank,CA,HACK,BSO,0.0,California Attorney General,2014,34.180839,-118.308966,171,5,7
2014-12-24,Grants Pass,OR,HACK,BSR,0.0,California Attorney General,2014,42.439007000000004,-123.32839299999999,502,44,24
2014-12-26,Roseville,CA,PORT,MED,0.0,California Attorney General,2014,38.761189,-121.249122,1175,5,38
2014-12-31,Irvine,CA,HACK,BSO,0.0,California Attorney General,2014,33.684567,-117.82650500000001,622,5,7
2015-01-01,La Mesa,CA,DISC,BSF,662.0,California Attorney General,2015,32.767829,-117.02308400000001,681,5,38
2015-01-01,Chicago,IL,HACK,BSO,0.0,California Attorney General,2015,41.878114000000004,-87.629798,243,18,7
2015-01-06,Santa Clara,CA,HACK,BSO,0.0,California Attorney General,2014,37.370012,-121.96535,1220,5,7
2015-01-07,New York,NY,HACK,BSO,0.0,California Attorney General,2014,40.72679,-74.00539599999999,941,39,7
2015-01-15,Denver,CO,DISC,BSF,0.0,California Attorney General,2015,39.739236,-104.990251,338,6,38
2015-01-16,Santa Rosa,CA,HACK,BSR,0.0,California Attorney General,2015,38.417615000000005,-122.715309,1226,5,24
2015-01-23,San Francisco,CA,INSD,MED,844.0,California Attorney General,2015,37.77493,-122.419416,1205,5,8
2015-01-29,Moreno Valley,CA,PORT,MED,7925.0,California Attorney General,2015,33.912178000000004,-117.196004,884,5,38
2015-01-30,Lincoln City,OR,HACK,BSO,0.0,California Attorney General,2015,44.986413,-124.007236,737,44,7
2015-01-30,New York,NY,HACK,BSO,0.0,California Attorney General,2015,40.779492,-73.980262,941,39,7
2015-02-12,Seattle,WA,HACK,BSR,0.0,California Attorney General,2015,47.62081,-122.361733,1244,58,24
2015-02-13,Highland,CA,PORT,BSF,0.0,California Attorney General,2015,34.121651,-117.210412,571,5,38
2015-02-20,Los Angeles,CA,PORT,MED,0.0,California Attorney General,2015,34.034276,-118.239861,759,5,38
2015-03-09,Rancho Cucamonga,CA,STAT,MED,0.0,California Attorney General,2014,34.081915,-117.56873300000001,1125,5,19
2015-04-02,Sacramento,CA,DISC,GOV,0.0,California Attorney General,2015,38.581571999999994,-121.4944,1181,5,35
2015-04-02,Mclean,VA,HACK,BSO,0.0,California Attorney General,2015,38.930359,-77.219504,818,56,7
2015-04-02,San Diego,CA,UNKN,BSF,0.0,California Attorney General,2015,32.959567,-117.158079,1203,5,38
2015-04-06,Visalia,CA,DISC,GOV,845.0,California Attorney General,2015,36.277556,-119.314875,1431,5,35
2015-04-10,Riverside,CA,PORT,EDU,0.0,California Attorney General,2015,33.977776,-117.327913,1158,5,38
2015-04-10,Brandon,FL,DISC,BSF,0.0,California Attorney General,2015,27.937801,-82.285925,146,12,38
2015-04-10,Woodland Hills,CA,HACK,BSF,0.0,California Attorney General,2015,34.178839,-118.602053,1530,5,38
2015-04-13,Modesto,CA,UNKN,MED,0.0,California Attorney General,2015,37.665277,-120.958025,866,5,38
2015-04-13,San Francisco,CA,HACK,MED,0.0,California Attorney General,2015,37.781351,-122.410928,1205,5,38
2015-04-16,San Diego,CA,PORT,MED,0.0,California Attorney General,2015,32.830356,-117.12056899999999,1203,5,38
2015-04-24,West Covina,CA,HACK,BSO,0.0,California Attorney General,2015,34.068621,-117.938953,1467,5,7
2015-06-03,Corona,CA,PORT,BSF,0.0,California Attorney General,2015,33.818816999999996,-117.50848300000001,287,5,38
2015-06-03,Boulder,CO,HACK,BSO,0.0,California Attorney General,2015,40.014986,-105.270546,141,6,7
2015-06-17,Orange,CA,INSD,MED,0.0,California Attorney General,2015,33.787989,-117.890134,1006,5,8
2015-06-19,Portland,OR,HACK,BSR,0.0,California Attorney General,2015,45.445159000000004,-122.77508999999999,1100,44,24
2015-06-22,La Mesa,CA,DISC,BSF,662.0,California Attorney General,2015,32.778421,-116.995623,681,5,38
2015-06-22,Lake Forest,IL,DISC,BSF,0.0,California Attorney General,2015,42.2462,-87.899462,691,18,38
2015-06-25,Manhattan,NY,DISC,BSF,0.0,California Attorney General,2015,40.78306,-73.971249,792,39,38
2015-06-26,Fort Wayne,IN,HACK,MED,390000.0,California Attorney General,2015,41.068132,-85.225482,445,19,28
2015-07-02,San Dimas,CA,HACK,EDU,0.0,California Attorney General,2015,34.117895000000004,-117.807883,1204,5,38
2015-07-06,Westchester,IL,HACK,BSO,0.0,California Attorney General,2015,41.846156,-87.904733,1483,18,7
2015-07-08,San Diego,CA,HACK,BSO,0.0,California Attorney General,2015,32.772071000000004,-117.246821,1203,5,7
2015-07-10,Austin,TX,HACK,BSO,0.0,California Attorney General,2015,39.468899,-117.19609799999999,64,52,7
2015-07-10,New York,NY,HACK,BSO,0.0,California Attorney General,2015,40.766245,-73.982425,941,39,7
2015-07-13,Jersey City,NJ,HACK,BSF,0.0,California Attorney General,2015,40.727733,-74.035184,643,36,38
2015-07-13,Ione,CA,DISC,GOV,0.0,California Attorney General,2015,38.369628999999996,-120.953345,619,5,35
2015-07-17,Oakland,CA,PORT,BSF,0.0,California Attorney General,2015,37.849961,-122.25265800000001,985,5,38
2015-07-17,San Francisco,CA,PORT,MED,0.0,California Attorney General,2015,37.799917,-122.40884799999999,1205,5,38
2015-07-21,Cerritos,CA,PORT,BSO,0.0,California Attorney General,2015,33.868076,-118.059132,219,5,7
2015-07-27,Los Angeles,CA,INSD,BSF,0.0,California Attorney General,2015,34.049434000000005,-118.25013,759,5,8
2015-07-27,Santa Ana,CA,HACK,BSO,0.0,California Attorney General,2015,33.75275,-117.872831,1218,5,7
2015-07-29,Oakland,CA,INSD,MED,0.0,California Attorney General,2015,37.819284,-122.263807,985,5,8
2015-08-03,Fresno,CA,PORT,MED,0.0,California Attorney General,2015,36.779272,-119.78154599999999,459,5,38
2015-08-04,Costa Mesa,CA,HACK,BSO,0.0,California Attorney General,2015,33.639122,-117.942479,295,5,7
2015-08-06,Toronto,ON,HACK,BSO,0.0,California Attorney General,2015,43.653226000000004,-79.383184,1380,43,7
2015-08-07,New York,NY,PORT,BSO,0.0,California Attorney General,2015,40.675263,-73.971273,941,39,7
2015-08-12,Dallas,TX,DISC,BSF,0.0,California Attorney General,2015,32.776664000000004,-96.796988,313,52,38
2015-08-12,"Los Angeles, CA 90094-2536",CA,HACK,NGO,0.0,California Attorney General,2015,33.982884999999996,-118.40473100000001,760,5,20
2015-08-14,San Francisco,CA,HACK,BSO,0.0,California Attorney General,2015,37.77493,-122.419416,1205,5,7
2015-08-20,Alpharetta,GA,PORT,BSF,0.0,California Attorney General,2015,34.060128000000006,-84.246251,25,13,38
2015-08-21,Oakland,CA,PHYS,BSO,0.0,California Attorney General,2015,37.816015,-122.26343,985,5,7
2015-08-26,Eureka,CA,PORT,MED,0.0,California Attorney General,2015,48.967446,-115.08106200000002,401,5,38
2015-09-02,San Diego,CA,HACK,BSO,0.0,California Attorney General,2015,32.715738,-117.161084,1203,5,7
2015-09-09,Durham,NC,HACK,BSO,0.0,California Attorney General,2015,36.002814,-78.90405799999999,364,33,7
2015-09-11,Sacramento,CA,INSD,MED,0.0,California Attorney General,2015,38.605414,-121.518387,1181,5,8
2015-09-11,Walnut Creek,CA,UNKN,BSF,0.0,California Attorney General,2015,37.908536,-122.066336,1440,5,38
2015-09-14,Newport Beach,CA,HACK,BSO,0.0,California Attorney General,2015,33.61891,-117.928947,947,5,7
2015-09-17,Northridge,CA,PHYS,BSO,0.0,California Attorney General,2015,34.238125,-118.530123,971,5,7
2015-09-25,Newport Beach,CA,DISC,MED,0.0,California Attorney General,2015,33.612701,-117.870553,947,5,38
2015-10-01,St. Louis,MO,HACK,BSF,4600000.0,California Attorney General,2015,38.627003,-90.199404,1318,30,28
2015-10-02,San Francisco,CA,DISC,BSF,0.0,California Attorney General,2015,37.77493,-122.419416,1205,5,38
2015-10-08,Austin,TX,HACK,BSO,0.0,California Attorney General,2015,30.267153000000004,-97.743061,64,52,7
2015-10-08,Hollywood,CA,HACK,BSO,0.0,California Attorney General,2015,34.093899,-118.37961200000001,585,5,7
2015-10-09,Vacaville,CA,DISC,GOV,0.0,California Attorney General,2015,38.357046000000004,-122.001696,1414,5,35
2015-10-13,Denver,CO,HACK,BSO,60000.0,California Attorney General,2015,39.739236,-104.990251,338,6,7
2015-10-16,San Diego,CA,PORT,NGO,1182.0,California Attorney General,2015,32.812389,-117.153976,1203,5,20
2015-10-16,Knocksville,TN,HACK,BSO,0.0,California Attorney General,2015,35.960638,-83.920739,674,51,7
2015-10-16,Emeryville,CA,HACK,BSO,0.0,California Attorney General,2015,37.841814,-122.289736,392,5,7
2015-10-22,Kirkland,WA,HACK,BSO,0.0,California Attorney General,2015,47.679815999999995,-122.19702099999999,670,58,7
2015-10-28,Las Vegas,NV,HACK,BSO,0.0,California Attorney General,2015,36.169940999999994,-115.13983,716,38,7
2015-10-29,Inglewood,CA,HACK,BSO,0.0,California Attorney General,2015,33.964007,-118.371182,617,5,7
2015-10-30,Washington,DC,HACK,BSO,6400.0,California Attorney General,2015,38.904107,-77.040998,1450,10,7
2015-11-02,Brooksville,FL,HACK,BSO,0.0,California Attorney General,2015,28.478269,-82.45913,164,12,7
2015-11-04,Parsippany,NJ,DISC,BSO,0.0,California Attorney General,2015,40.848517,-74.450576,1045,36,7
2015-11-09,Sacramento,CA,DISC,GOV,0.0,California Attorney General,2015,38.581571999999994,-121.4944,1181,5,35
2015-11-15,New York,NY,HACK,BSO,0.0,California Attorney General,2015,40.712784,-74.005941,941,39,7
2015-11-18,Lakeforest,IL,DISC,BSO,0.0,California Attorney General,2015,33.646966,-117.689218,698,18,7
2015-12-01,Santa Barbara,CA,DISC,MED,11000.0,California Attorney General,2015,34.420831,-119.69819,1219,5,4
2015-12-01,Torrance,CA,DISC,BSF,0.0,California Attorney General,2015,33.835848999999996,-118.340629,1381,5,38
2015-12-02,Vacaville,CA,HACK,BSF,0.0,California Attorney General,2015,38.350071,-121.99464099999999,1414,5,38
2015-12-07,Bayonne,NJ,HACK,BSO,0.0,California Attorney General,2015,40.676504,-74.093491,90,36,7
2015-12-08,Sacramento,CA,DISC,MED,0.0,California Attorney General,2015,38.581571999999994,-121.4944,1181,5,38
2015-12-11,Brooklyn,NY,HACK,BSO,0.0,California Attorney General,2015,40.678178,-73.944158,163,39,7
2015-12-14,Sacramento,CA,UNKN,BSF,0.0,California Attorney General,2015,38.581571999999994,-121.4944,1181,5,38
2015-12-15,Anaheim,CA,DISC,BSF,0.0,California Attorney General,2015,33.800957000000004,-117.88844499999999,35,5,38
2015-12-18,Dallas,TX,INSD,BSO,0.0,California Attorney General,2015,32.776664000000004,-96.796988,313,52,8
2015-12-22,Columbia,MO,HACK,BSR,0.0,California Attorney General,2015,34.00071,-81.034814,268,30,24
2015-12-23,Huntington Beach,CA,HACK,BSO,0.0,California Attorney General,2015,33.734737,-117.994262,603,5,7
2015-12-23,Phoenix,AZ,PORT,BSO,0.0,California Attorney General,2015,33.399136,-112.01775500000001,1070,3,7
2016-01-05,Fremont,CA,HACK,MED,0.0,California Attorney General,2016,37.54827,-121.98857199999999,458,5,38
2016-01-12,New York,NY,HACK,BSO,0.0,California Attorney General,2016,40.757932000000004,-73.986072,941,39,7
2016-01-12,Des Moines,IA,HACK,BSO,0.0,California Attorney General,2016,41.609903,-93.617962,343,16,7
2016-01-13,Depew,NY,DISC,MED,0.0,California Attorney General,2016,42.909323,-78.727086,340,39,4
2016-01-21,Seattle,WA,HACK,BSO,0.0,California Attorney General,2016,47.60621,-122.332071,1244,58,7
2016-01-25,Simi Valley,CA,DISC,EDU,0.0,California Attorney General,2016,34.275868,-118.79798000000001,1270,5,38
2016-01-25,Seattle,WA,HACK,BSO,0.0,California Attorney General,2016,47.596995,-122.33368300000001,1244,58,7
2016-01-25,Draper,UT,DISC,MED,0.0,California Attorney General,2016,40.480554,-111.89201200000001,357,54,4
2016-01-26,San Diego,CA,DISC,GOV,0.0,California Attorney General,2016,32.83385,-117.13088700000002,1203,5,35
2016-02-01,San Jose,CA,HACK,BSO,0.0,California Attorney General,2016,37.338208,-121.886329,1206,5,7
2016-02-05,Mountain View,CA,HACK,BSR,0.0,California Attorney General,2016,37.392425,-122.07187900000001,898,5,24
2016-02-08,Baja,CA,HACK,BSF,0.0,California Attorney General,2016,37.294892,-120.446975,69,5,38
2016-02-12,Columbia,SC,DISC,MED,998.0,California Attorney General,2016,34.00071,-81.034814,268,49,4
2016-02-12,Tulare,CA,HACK,MED,0.0,California Attorney General,2016,36.221038,-119.344828,1393,5,38
2016-02-26,Woodland,CA,HACK,BSO,15000.0,California Attorney General,2016,38.686415999999994,-121.76328400000001,1529,5,7
2016-03-01,San Jose,CA,HACK,BSO,0.0,California Attorney General,2016,37.341665,-121.914754,1206,5,7
2016-03-04,Fort Meyers,FL,HACK,MED,2200000.0,California Attorney General,2016,26.596093,-81.866226,438,12,28
2016-03-04,Venice,CA,HACK,BSO,700.0,California Attorney General,2016,27.099778000000004,-82.454263,1422,5,7
2016-03-04,Orlando,FL,HACK,BSO,0.0,California Attorney General,2016,28.435227,-81.47325699999999,1016,12,7
2016-03-08,Reston,VA,HACK,BSO,0.0,California Attorney General,2016,38.949609,-77.38622600000001,1145,56,7
2016-03-11,Redwood City,CA,HACK,BSO,0.0,California Attorney General,2016,37.485215000000004,-122.236355,1138,5,7
2016-03-14,San Diego,CA,HACK,BSO,0.0,California Attorney General,2016,32.715738,-117.161084,1203,5,7
2016-03-15,Fairfield,CA,DISC,BSO,0.0,California Attorney General,2016,38.231427000000004,-122.125969,412,5,7
2016-03-16,Roanoke,VA,HACK,BSR,0.0,California Attorney General,2016,37.317428,-79.95920799999999,1161,56,24
2016-03-16,Waltham,MA,HACK,BSO,0.0,California Attorney General,2016,42.404762,-71.274298,1441,25,7
2016-03-21,Hartford,CT,HACK,BSO,0.0,California Attorney General,2016,41.765060999999996,-72.67560300000001,548,7,7
2016-03-23,Chatsworth,CA,HACK,BSR,0.0,California Attorney General,2016,34.242236,-118.57495300000001,232,5,24
2016-03-25,Bakersfield,CA,HACK,NGO,0.0,California Attorney General,2016,35.363925,-119.06159099999999,70,5,20
2016-03-28,Phoenix,AZ,HACK,BSO,0.0,California Attorney General,2016,33.675117,-111.963173,1070,3,7
2016-03-28,Woodland,CA,HACK,BSF,0.0,California Attorney General,2016,38.676613,-121.771534,1529,5,38
2016-03-30,Palo Alto,CA,HACK,BSO,0.0,California Attorney General,2016,37.394293,-122.147949,1038,5,7
2016-04-05,Irvine,CA,PORT,BSF,0.0,California Attorney General,2016,33.653875,-117.74728400000001,622,5,38
2016-04-06,Baltimore,MD,HACK,BSF,0.0,California Attorney General,2016,39.402509,-76.597189,73,26,38
2016-04-08,Eden Prairie,MN,PORT,MED,0.0,California Attorney General,2016,44.890719,-93.416813,371,29,38
2016-04-11,Brookfield,WI,HACK,BSO,0.0,California Attorney General,2016,43.092494,-88.072024,159,59,7
2016-04-11,Newport Beach,CA,HACK,BSO,0.0,California Attorney General,2016,33.670409,-117.86214299999999,947,5,7
2016-04-11,Carson,CA,HACK,BSO,0.0,California Attorney General,2016,33.831675,-118.28169299999999,202,5,7
